59,1394,Main,Baked Rice;Vegetarian,Mush Bk Rice
50,1200,Main,Spaghetti;Vegetarian,Mushroom Cream Spag
69,788,Side,Dimsum;Pork,Pan Fried Dumpling
19,1030,Side,Vegetable;Vegetarian,Paoched Lettuce
16,1430,Drink,Drink;Cold,Peach Ice-blended
11,594,Side,Bread;Sweet,Peanut Butter Milk Thick Toast
214,1394,Main,Noodle;Pork,Pork Chop Bee Hoon
132,1515,Main,Bakedrice;Pork,Pork Chop Bk Rice
35,1394,Main,Rice;Pork,Pork Chop Frag Rice
24,1394,Main,Noodle;Pork,Pork Chop Noodle
37,1030,Main,Porridge;Pork,Pork N Century Egg Congee
94,1394,Main,Noodle;Pork,Pork Ribs BH
16,1030,Main,Porridge;Pork,Pork n Century Egg Congee
31,836,Side,Fingerfood;Chicken,Prawn Paste Chicken
20,1067,Main,Rice;Chicken,Pumpkin Chix Chop Rice
36,594,Drink,Drink;Cold,RAINBOW SPRITE
57,594,Side,Dimsum;Pork,Radish Cake
13,909,Dessert,Dessert;Cold,Red Bean Snow
88,1757,Main,Spaghetti;Seafood,SCALLOP CREAM SAUCE SPAGHETTI
65,1394,Main,Rice;Pork,SH Pork Chop Rice
42,1515,Main,Noodle;Duck,SMOKED DUCK DRY CURRY RAMEN
9,594,Drink,Drink;Cold,SOUR PLUM COKE
18,667,Dessert,Dessert;Cold,SOY MILK WITH GLUTINOUS BALL
121,1273,Main,Noodle;Pork;Seafood,SPECIAL STIR FRIED BEE HOON
80,594,Side,Dimsum;Pork,SPRING ROLL
99,1273,Main,Friedrice;Seafood,Sambal Seafood Fried Rice
32,1151,Main,Porridge;Seafood,Sampan Congee
12,1321,Main,Noodle;Seafood,Seafood Ee Noodle
26,1273,Main,Noodle;Seafood,Seafood Egg Hor Fun
45,1273,Main,Rice;Seafood,Seafood Muifan
58,1273,Main,Noodle;Seafood,Seafood Sauteed HF
19,1030,Main,Soup;Seafood;Pork,Seafood and Slice Pork Macaroni Soup
46,667,Dessert,Dessert;Cold,Sesame Cream Glutinous Ball
100,545,Side,Dimsum;Seafood;Pork,Siew Mai
239,1394,Main,Noodle;Pork,Signature Fried Noodles
307,1394,Main,Friedrice;Pork;Seafood;Chicken,Signature Fried Rice
118,1200,Main,Porridge;Seafood,Sliced Empress Congee
32,1273,Main,Noodle;Fish,Sliced Fish Egg Hor Fun
6,352,Side,Bread,Soft Boiled Eggs
10,836,Side,Soup,Soup Of The Day
27,1030,Main,Porridge;Pork,Spicy Pork Por
42,242,Side,Fingerfood;Vegetarian,Spicy Sour Fries
13,352,Drink,Drink;Cold,Sprite
43,944,Main,Noodlesoup;Pork,Spy P.Dices Soup Ndl
15,594,Side,Dimsum;Pork,Steam Pork Spare Ribs
27,206,Drink,Drink;Hot,Teh
32,1030,Main,Noodle;Vegetarian,VEGETARIAN HOR FUN
30,1151,Main,Noodle;Vegetarian,VEGETARIAN RAMEN
13,182,Side,Addons;Vegetarian,WHITE RICE
19,715,Side,Soup;Pork;Seafood,Wanton Soup
81,1079,Main,Noodle;Pork;Seafood,Wanton Soup Noodle
66,73,Drink,Drink;Hot,Warm Water
13,788,Dessert,Dessert;Cold,Watermelon 'N' Jelly
17,715,Drink,Drink;Cold,Watermelon Ice
8,715,Drink,Drink;Cold,Watermelon Ice-Blended
179,1394,Main,Rice;Chicken,Yao Ma Tei Chix Rice
43,388,Drink,Drink;Hot,Yuzu Tea
